employee_id,employee_name,department,state,salary,age
1171,Luisa Villela,HR,WA,8589,41
1172,Megan Reighard,Accounts,WA,8102,20
1173,Lemaster Melissia,Marketing,NY,5171,38
1174,Laub Kaczorowski,Marketing,NY,3130,41
1175,Durio Tenenbaum,Finance,NY,2253,42
1176,Nena Nakano,Finance,LA,7628,32
1177,Marvis Amber,Sales,CA,6890,29
1178,Fender Imai,Finance,AK,5930,34
1179,Megan Antonina,Purchasing,WA,1844,25
1180,Juliana Grigg,Finance,NY,8178,42
1181,Gallman Ilana,Finance,LA,6480,45
1182,Soules Recalde,Sales,LA,6525,34
1183,Lonergan Bergren,HR,NY,8175,46
1184,Fender Dionne,Sales,LA,4963,26
1185,Casimira Kreamer,Marketing,CA,6110,50
1186,Tyree Recalde,Accounts,NY,5932,50
1187,Gilma Hallie,Finance,CA,2502,50
1188,Toussaint Karie,Purchasing,WA,6829,32
1189,Imai Stanford,Finance,LA,4649,37
1190,Escoto Charlie,Finance,AK,5716,33
1191,Reighard Herder,Finance,AK,7609,47
1192,Karie Ullery,Purchasing,WA,3306,20
1193,Harrison Ullery,Finance,WA,1846,29
1194,Frisina Hanh,Purchasing,AK,2779,28
1195,Leonel Rudolph,Accounts,CA,6388,43
1196,Kensinger Debroah,Marketing,CA,2188,41
1197,Baros Shandra,HR,LA,8352,40
1198,Kreamer Vankirk,HR,AK,4661,37
1199,Ullery Hanh,Purchasing,AK,9284,20
1200,Gallman Deandre,Sales,CA,9940,40
1201,Kall Nena,HR,AK,6540,20
1202,Ruzicka Zollner,Marketing,LA,8425,40
1203,Yukiko Debroah,Purchasing,LA,8298,43
1204,Durio Herder,Sales,CA,4242,37
1205,Rocha Melvina,Marketing,LA,2363,22
1206,Tenenbaum Marvis,Accounts,AK,4937,40
1207,Charlie Barringer,Accounts,AK,1434,42
1208,Toussaint Villela,Purchasing,WA,5264,45
1209,Megan Vivan,Accounts,AK,2786,20
1210,Dynes Clemencia,Finance,WA,3922,47
1211,Lemaster Debroah,Finance,AK,7957,47
1212,Shandra Trena,Purchasing,CA,1116,23
1213,Ullery Barringer,Sales,CA,5716,32
1214,Marvis Lisabeth,Finance,NY,1062,49
1215,Tiffani Benz,Finance,NY,1665,41
1216,Mcmillion Stanford,HR,LA,8199,43
1217,Escoto Megan,Sales,WA,5056,43
1218,Tamra Janine,Finance,CA,7799,36
1219,Larry Tiffani,Purchasing,AK,5831,34
1220,Nitz Ilana,Finance,NY,2443,50
1221,Hanh Kall,Accounts,AK,4840,23
1222,Rocha Melissia,HR,LA,2375,39
1223,Fender Janey,Marketing,WA,1356,43
1224,Sifford Coogan,Sales,WA,3857,38
1225,Ellingsworth Byrge,Finance,AK,8933,31
1226,Tyree Georgeanna,Purchasing,WA,5694,22
1227,Shandra Exie,Purchasing,LA,5397,20
1228,Juliana Coogan,Purchasing,LA,9675,37
1229,Tamra Deandre,Accounts,WA,1007,44
1230,Ilana Dionne,Sales,CA,2976,21
1231,Hanh Laub,Sales,AK,6520,23
1232,Kreamer Clemencia,Marketing,NY,4086,42
1233,Tamra Figueras,Finance,AK,1618,39
1234,Suzanne Ilana,Marketing,AK,7767,43
1235,Ilana Georgeanna,Finance,LA,4962,25
1236,Lisabeth Nitz,Accounts,CA,6894,29
1237,Mckey Phylicia,Accounts,CA,2510,22
1238,Reardon Kreamer,Finance,WA,6912,22
1239,Charlie Yessenia,Finance,AK,7347,45
1240,Toussaint Baros,HR,AK,5349,26
1241,Deandre Marvis,Marketing,NY,8778,31
1242,Mullan Barringer,Purchasing,CA,6631,21
1243,Margret Marvis,Purchasing,AK,2659,42
1244,Trena Janey,Marketing,LA,3936,40
1245,Marvis Drema,HR,CA,2550,23
1246,Frisina Janey,Finance,WA,1547,45
1247,Rudolph Georgeanna,Sales,AK,6702,36
1248,Tamra Dedman,HR,AK,5589,33
1249,Gilma Janine,Accounts,NY,2955,23
1250,Richter Kall,HR,LA,7296,28
1251,Imai Shandra,Finance,LA,3661,46
1252,Leif Marvis,Purchasing,LA,9200,20
1253,Kaczorowski Mayeda,Accounts,CA,3826,27
1254,Imai Casimira,Accounts,WA,9846,34
1255,Phylicia Margret,Purchasing,CA,1637,32
1256,Marvis Megan,Sales,CA,1313,32
1257,Recalde Locust,Finance,WA,7507,43
1258,Nitz Ilana,HR,WA,6511,28
1259,Gallman Nakano,Accounts,AK,1060,42
1260,Locust Tyree,Sales,WA,7334,35
1261,Suzanne Zollner,Marketing,WA,9008,36
1262,Nakano Amber,Marketing,AK,3688,27
1263,Georgeanna Reighard,Marketing,CA,9810,30
1264,Kaczorowski Amber,HR,AK,9478,30
1265,Megan Leif,HR,AK,2534,44
1266,Leonel Karie,Marketing,WA,3272,45
1267,Larry Villela,Sales,CA,8332,30
1268,Zollner Mckey,HR,LA,4807,21
1269,Nitz Mayeda,HR,CA,1670,26
1270,Barringer Hallie,Purchasing,CA,1934,27
1271,Vankirk Larry,Accounts,NY,8962,22
1272,Lemaster Fender,Sales,WA,2405,50
1273,Karie Katlyn,Marketing,AK,5364,43
1274,Sifford Margret,Purchasing,LA,1725,34
1275,Coogan Benz,Marketing,WA,1992,24
1276,Rudolph Zollner,Sales,LA,9702,41
1277,Toussaint Shandra,Marketing,LA,7712,31
1278,Melissia Jaclyn,Purchasing,AK,6810,43
1279,Yessenia Dynes,Marketing,CA,9647,39
1280,Locust Dedman,Finance,WA,9294,32
1281,Jaclyn Juliana,Accounts,WA,8212,40
1282,Recalde Zollner,HR,CA,8860,50
1283,Grigg Rocha,Sales,LA,3368,20
1284,Zollner Juliana,Marketing,AK,6552,45
1285,Louann Jere,Marketing,LA,4753,30
1286,Kohn Vankirk,Finance,NY,5754,39
1287,Margret Ilana,Accounts,LA,9333,28
1288,Mayeda Katlyn,Purchasing,NY,1949,27
1289,Vivan Janey,HR,WA,7514,44
1290,Nitz Kall,HR,NY,9893,28
1291,Antonio Gilma,Sales,AK,8110,27
1292,Luisa Casimira,Sales,LA,6603,36
1293,Antonina Ullery,Purchasing,CA,1787,50
1294,Soules Imai,Sales,CA,2653,33
1295,Coogan Suzanne,Purchasing,LA,2655,25
1296,Lemaster Nena,Purchasing,NY,1186,31
1297,Tiffani Casimira,Marketing,LA,3344,41
1298,Mullan Norene,Purchasing,AK,3396,34
1299,Nitz Nakano,Accounts,AK,4340,26
1300,Suzanne Vankirk,HR,AK,1516,34
1301,Melissia Katlyn,Finance,NY,5731,26
1302,Byrge Ullery,Purchasing,AK,6698,41
1303,Richter Escoto,Finance,AK,2021,44
1304,Herder Gallman,HR,CA,8589,46
1305,Georgeanna Reardon,Sales,LA,6440,40
1306,Figueras Yessenia,Marketing,WA,1093,35
1307,Casimira Leif,HR,CA,5849,45
1308,Frisina Frisina,Marketing,AK,8308,37
1309,Clune Recalde,Sales,CA,2648,33
1310,Deandre Lisabeth,Sales,CA,2262,45
1311,Tamra Nitz,Sales,NY,5853,43
1312,Leif Reighard,Accounts,NY,3774,23
1313,Ilana Bergren,Marketing,LA,6275,20
1314,Lisabeth Katlyn,Purchasing,CA,6320,38
1315,Kaczorowski Nitz,Accounts,LA,2603,36
1316,Nena Mcmillion,Purchasing,WA,9655,35
1317,Mullan Yessenia,Purchasing,WA,6023,42
1318,Luisa Rudolph,HR,NY,6794,48
1319,Reighard Shandra,Sales,CA,9359,27
1320,Escoto Recalde,Marketing,AK,5181,24
1321,Janey Laub,HR,LA,3422,28
1322,Charlie Fender,Finance,CA,9540,45
1323,Gilma Fender,HR,CA,1829,50
1324,Clemencia Karie,Sales,CA,4673,26
1325,Bergren Barringer,HR,AK,8277,46
1326,Harrison Laub,Marketing,NY,5635,28
1327,Trena Phylicia,Finance,AK,4857,45
1328,Dynes Exie,Marketing,NY,8793,20
1329,Kohn Janine,Purchasing,AK,8906,31
1330,Casimira Kall,Marketing,WA,4109,24
1331,Hanh Coogan,Marketing,AK,8922,31
1332,Cobian Trena,HR,AK,6359,29
1333,Larry Shandra,HR,NY,6701,23
1334,Trena Lemaster,Finance,LA,6283,50
1335,Deandre Melissia,Finance,NY,8898,32
1336,Layla Marvis,HR,NY,6196,50
1337,Vivan Ilana,Accounts,NY,4025,29
1338,Kall Mckey,Purchasing,AK,9514,38
1339,Jacquelyne Tiffani,Accounts,CA,1449,27
1340,Nakano Benz,Marketing,AK,3367,49
1341,Mullan Benz,HR,WA,6126,21
1342,Phylicia Antonina,Finance,NY,8626,30
1343,Melvina Trena,Accounts,WA,9592,50
1344,Durio Luisa,Purchasing,AK,1472,42
1345,Stanford Drema,HR,CA,5402,34
1346,Debroah Tiffani,Accounts,AK,9357,46
1347,Escoto Tyree,Sales,CA,7995,39
1348,Charlie Rocha,HR,AK,1874,25
1349,Mayeda Villela,Marketing,AK,4237,27
1350,Vankirk Stanford,Finance,AK,2767,35
1351,Escoto Rocha,HR,LA,8970,26
1352,Antonio Baros,Accounts,LA,4627,39
1353,Vivan Leif,Marketing,CA,1721,35
1354,Kreamer Kaczorowski,HR,CA,9857,49
1355,Jacquelyne Melissia,Marketing,NY,7414,43
1356,Sifford Antonina,Purchasing,CA,2357,46
1357,Byrge Benz,Sales,AK,6823,44
1358,Bergren Janine,HR,WA,6051,45
1359,Louann Lonergan,Marketing,CA,3330,20
1360,Amber Locust,Purchasing,LA,1922,50
1361,Fender Tyree,Purchasing,AK,5227,35
1362,Juliana Herder,Accounts,LA,1504,22
1363,Tenenbaum Imai,Marketing,NY,9658,33
1364,Hallie Tenenbaum,Marketing,WA,1967,36
1365,Vivan Drema,Marketing,NY,8475,24
1366,Byrge Figueras,Marketing,WA,8493,39
1367,Grigg Locust,Marketing,WA,3733,20
1368,Kaczorowski Villela,Marketing,WA,4254,21
1369,Durio Jere,Accounts,LA,5409,27
1370,Frisina Lisabeth,Accounts,CA,5377,46
1371,Lisabeth Hanh,HR,CA,3346,44
1372,Benz Villela,HR,AK,8511,29
1373,Casimira Mayeda,Marketing,WA,3253,38
1374,Melissia Dynes,Purchasing,AK,7833,30
1375,Tiffani Nakano,HR,NY,3378,33
1376,Antonio Tenenbaum,HR,WA,3036,28
1377,Ullery Kaczorowski,Sales,LA,8929,50
1378,Exie Frisina,Marketing,WA,1646,26
1379,Byrge Lisabeth,Accounts,AK,5614,35
1380,Jacquelyne Nakano,Finance,WA,7702,25
1381,Luisa Clune,Finance,LA,3099,30
1382,Imai Dynes,Accounts,AK,3219,22
1383,Villela Byrge,Accounts,CA,4627,29
1384,Juliana Grigg,Marketing,LA,6164,37
1385,Norene Charlie,Purchasing,AK,8908,44
1386,Shandra Bergren,HR,NY,7646,27
1387,Melvina Richter,Marketing,WA,3877,34
1388,Harrison Baros,Marketing,AK,9640,46
1389,Villela Amber,Marketing,WA,5522,21
1390,Clemencia Kensinger,Accounts,AK,6184,45
1391,Leif Grigg,Finance,WA,4501,35
1392,Lisabeth Baros,Finance,CA,6156,33
1393,Durio Melissia,Finance,CA,5506,31
1394,Sifford Layla,Finance,CA,3641,47
1395,Clemencia Nena,Finance,CA,4512,22
1396,Nakano Nakano,Finance,LA,4369,27
1397,Rudolph Casimira,HR,WA,2532,41
1398,Jere Ellingsworth,HR,LA,8214,41
1399,Leif Villela,Accounts,WA,6824,43
1400,Bergren Clemencia,Purchasing,LA,5321,47
1401,Reardon Georgeanna,HR,NY,7793,45
1402,Kreamer Debroah,Purchasing,WA,2195,35
1403,Larry Reardon,HR,NY,9004,48
1404,Jere Frisina,HR,WA,9287,40
1405,Grigg Ilana,HR,CA,4937,32
1406,Georgeanna Lemaster,Purchasing,LA,8239,47
1407,Kaczorowski Marvis,Marketing,WA,1951,21
1408,Dionne Durio,HR,LA,9624,34
1409,Mullan Gilma,HR,LA,4276,47
1410,Locust Mckey,Accounts,NY,3389,27
1411,Kaczorowski Debroah,Marketing,CA,8499,42
1412,Mckey Kreamer,Purchasing,LA,5413,32
1413,Hallie Hanh,Finance,LA,2973,36
1414,Durio Janey,Finance,NY,2992,46
1415,Nakano Larry,Purchasing,WA,1178,47
1416,Jere Cobian,HR,CA,5001,26
1417,Jacquelyne Layla,Marketing,CA,7497,37
1418,Juliana Kreamer,Finance,NY,1006,45
1419,Yessenia Antonina,Marketing,LA,2421,46
1420,Gallman Kohn,HR,AK,2395,30
1421,Trena Vivan,Sales,LA,1152,24
1422,Escoto Megan,Accounts,AK,4728,47
1423,Dynes Clemencia,Accounts,CA,7982,23
1424,Janine Hanh,Accounts,LA,5824,23
1425,Laub Marvis,Sales,NY,8747,46
1426,Leif Durio,HR,WA,7895,41
1427,Casimira Reardon,Marketing,WA,6794,25
1428,Ilana Ruzicka,Sales,LA,7714,45
1429,Recalde Tamra,Sales,NY,1402,25
1430,Gilma Marvis,Purchasing,LA,9138,34
1431,Escoto Luisa,Sales,LA,3656,25
1432,Janine Dynes,Accounts,NY,2270,25
1433,Reighard Kensinger,Purchasing,WA,5248,49
1434,Rocha Leif,Sales,WA,4465,37
1435,Benz Antonio,Marketing,AK,5416,25
1436,Ilana Grigg,Accounts,AK,2412,35
1437,Dynes Phylicia,Marketing,AK,3444,30
1438,Leonel Kohn,Finance,AK,3855,27
1439,Megan Lisabeth,HR,WA,5343,24
1440,Clemencia Coogan,Accounts,CA,6722,27
1441,Shandra Frisina,Sales,AK,6010,46
1442,Ullery Rudolph,Sales,AK,6490,48
1443,Rudolph Dionne,HR,LA,9413,23
1444,Benz Ilana,HR,LA,9101,48
1445,Leonel Coogan,Marketing,WA,9152,34
1446,Dionne Recalde,Purchasing,CA,3164,25
1447,Ullery Tyree,HR,WA,6157,42
1448,Gilma Janine,HR,CA,9097,31
1449,Amber Tyree,HR,LA,1429,47
1450,Amber Byrge,Finance,CA,8036,29
1451,Margret Zollner,HR,WA,2168,36
1452,Melvina Zollner,Marketing,NY,5345,48
1453,Byrge Hallie,HR,WA,8457,41
1454,Tamra Melissia,Accounts,CA,8544,32
1455,Juliana Charlie,HR,LA,5738,27
1456,Margret Rudolph,Sales,AK,2375,48
1457,Rocha Sifford,Marketing,NY,9140,45
1458,Harrison Lisabeth,Marketing,WA,4375,22
1459,Rudolph Amber,HR,LA,8579,41
1460,Imai Stanford,Finance,WA,9636,29
1461,Norene Luisa,Sales,AK,2471,47
1462,Reardon Juliana,Finance,WA,5881,48
1463,Antonina Ruzicka,Sales,LA,8269,43
1464,Locust Exie,Finance,WA,3791,25
1465,Janine Tyree,Sales,AK,7589,37
1466,Byrge Kaczorowski,Purchasing,CA,3612,28
1467,Karie Leonel,Marketing,CA,3415,35
1468,Karie Antonio,Purchasing,LA,1876,47
1469,Vivan Antonio,Marketing,WA,5173,35
1470,Kreamer Ellingsworth,Sales,CA,6729,34
1471,Melvina Nakano,Accounts,CA,2771,32
1472,Melissia Drema,Accounts,NY,3785,25
1473,Mayeda Villela,Marketing,CA,5420,20
1474,Barringer Baros,Purchasing,LA,7200,39
1475,Harrison Nitz,HR,WA,9982,43
1476,Escoto Gallman,Purchasing,LA,5416,40
1477,Harrison Ilana,HR,AK,8111,48
1478,Trena Vivan,Finance,CA,3221,34
1479,Larry Antonio,Finance,CA,5850,48
1480,Recalde Hallie,Purchasing,LA,3107,31
1481,Yukiko Mckey,HR,AK,4553,33
1482,Ullery Dionne,Purchasing,WA,3701,31
1483,Ullery Nitz,HR,NY,3003,40
1484,Katlyn Jere,Accounts,LA,4803,46
1485,Suzanne Vankirk,Accounts,WA,3463,40
1486,Gallman Lonergan,Sales,CA,7748,44
1487,Kohn Kreamer,Sales,CA,8194,38
1488,Benz Ilana,Finance,WA,8251,36
1489,Janine Melvina,Purchasing,LA,3116,33
1490,Kreamer Figueras,Marketing,AK,5916,34
1491,Rocha Harrison,Purchasing,WA,7308,46
1492,Mayeda Margret,Accounts,AK,2735,30
1493,Dionne Grigg,Accounts,AK,1825,39
1494,Kohn Lisabeth,Sales,AK,6707,24
1495,Harrison Lonergan,Finance,CA,2235,37
1496,Vankirk Kaczorowski,Sales,WA,7672,42
1497,Leonel Figueras,Accounts,LA,3610,35
1498,Lonergan Imai,Accounts,CA,4771,22
1499,Leif Dynes,HR,WA,6965,25
1500,Lemaster Exie,Marketing,LA,3262,34
1501,Stanford Katlyn,Marketing,WA,5200,34
1502,Antonio Jaclyn,Purchasing,WA,7002,42
1503,Stanford Richter,Accounts,WA,4909,33
1504,Georgeanna Janey,Marketing,CA,5078,25
1505,Nitz Suzanne,Finance,LA,2361,30
1506,Deandre Clune,Accounts,LA,6801,23
1507,Rocha Ilana,Finance,AK,4671,33
1508,Vivan Fender,HR,CA,7699,38
1509,Ellingsworth Nitz,Finance,NY,7234,45
1510,Nitz Cobian,Marketing,AK,9222,50
1511,Kreamer Juliana,Sales,NY,3510,43
1512,Vankirk Megan,HR,LA,6365,49
1513,Jere Dedman,Accounts,LA,5715,32
1514,Clemencia Nakano,Finance,AK,5563,31
1515,Zollner Gilma,Finance,CA,8924,50
1516,Durio Melissia,Finance,WA,3423,39
1517,Gallman Clemencia,Finance,AK,9532,36
1518,Louann Deandre,Finance,CA,9546,24
1519,Melissia Casimira,Sales,LA,6300,47
1520,Karie Mcmillion,HR,WA,6466,29
1521,Laub Norene,Sales,AK,5645,40
1522,Jaclyn Jaclyn,HR,AK,7505,49
1523,Richter Coogan,Purchasing,WA,9640,38
1524,Kreamer Drema,Purchasing,LA,9329,45
1525,Kreamer Mayeda,Accounts,NY,3669,24
1526,Margret Katlyn,Finance,CA,1636,45
1527,Ruzicka Vivan,Accounts,AK,3374,40
1528,Mullan Shandra,Sales,AK,4604,43
1529,Dynes Coogan,Finance,NY,3102,28
1530,Ilana Katlyn,Sales,CA,7959,46
1531,Cobian Laub,Marketing,NY,2741,30
1532,Harrison Barringer,HR,WA,7874,50
1533,Hanh Lonergan,Finance,CA,8393,34
1534,Figueras Kohn,Purchasing,CA,9287,24
1535,Norene Richter,Purchasing,CA,3812,23
1536,Soules Stanford,HR,AK,3616,50
1537,Karie Tiffani,Sales,CA,9579,32
1538,Nitz Tamra,Purchasing,AK,4512,21
1539,Vivan Benz,Sales,AK,2725,48
1540,Mullan Bergren,Sales,LA,5889,24
1541,Dedman Kall,Sales,NY,3755,27
1542,Yukiko Norene,HR,LA,9696,26
1543,Trena Stanford,Purchasing,LA,6800,27
1544,Shandra Stanford,Finance,LA,1880,36
1545,Toussaint Zollner,Finance,AK,9173,20
1546,Ilana Ilana,HR,LA,4321,35
1547,Herder Larry,Purchasing,LA,3582,25
1548,Exie Leonel,Marketing,AK,4930,48
1549,Reighard Kaczorowski,Sales,NY,2129,24
1550,Byrge Larry,Marketing,AK,1167,34
1551,Herder Gallman,Purchasing,NY,4525,26
1552,Laub Karie,Sales,AK,7882,42
1553,Rocha Trena,Accounts,LA,4457,34
1554,Imai Hanh,Purchasing,LA,9171,38
1555,Antonio Locust,Finance,CA,4770,23
1556,Mullan Ellingsworth,Marketing,WA,1496,29
1557,Ullery Imai,Sales,WA,3044,39
1558,Luisa Clune,Purchasing,WA,2101,39
1559,Tamra Bergren,Purchasing,WA,2677,43
1560,Kall Lisabeth,Purchasing,LA,4967,44
1561,Benz Frisina,Marketing,AK,3414,28
1562,Karie Hallie,Marketing,WA,6888,41
1563,Karie Kall,Purchasing,LA,4911,31
1564,Layla Layla,Finance,LA,1595,40
1565,Mayeda Marvis,Finance,LA,7123,27
1566,Georgeanna Janey,HR,WA,7393,49
1567,Cobian Harrison,Purchasing,LA,9267,36
